"","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name"
"2034","ENSMUSG00000020256",0.00693693231199709,5.53273418653498,0.0818997120036156,0.935814335309185,0.992335945181223,-6.3750223411702,"Aldh1l2"
"2100","ENSMUSG00000020385",0.0162439296351555,5.66691437105499,0.0863857431781175,0.93230766209544,0.992335945181223,-6.36355961925529,"Clk4"
"2225","ENSMUSG00000020629",0.0115567505138295,3.78560250113094,0.0806165580615439,0.936817616377637,0.992335945181223,-6.17229356121068,"Adi1"
"2353","ENSMUSG00000020848",-0.00823479281098157,5.57112661343657,-0.08769570256691,0.931283953594517,0.992335945181223,-6.36285763219412,"Doc2b"
"2585","ENSMUSG00000021287",-0.01383782382951,1.54955520328195,-0.0856438201920699,0.932887515807223,0.992335945181223,-5.83815237881402,"Xrcc3"
"2621","ENSMUSG00000021384",0.0335666779845154,-0.997030894802213,0.0792134160394728,0.937914841176082,0.992335945181223,-5.36050359220758,"Susd3"
"2800","ENSMUSG00000021765",-0.016406067107252,2.59231271111875,-0.0888039604652378,0.930417968849672,0.992335945181223,-6.00849079334388,"Fst"
"2876","ENSMUSG00000021939",-0.00863975671068565,8.44060333415973,-0.081348310334815,0.936245455293943,0.992335945181223,-6.4059265084375,"Ctsb"
"3150","ENSMUSG00000022469",0.0111418284650626,4.25951857116867,0.0829405601199522,0.935000592470558,0.992335945181223,-6.26990285710506,"Rapgef3"
"3180","ENSMUSG00000022529",-0.0104172299394121,4.6355852383882,-0.085622300526604,0.932904335200078,0.992335945181223,-6.28767412461388,"Zfp263"
"3303","ENSMUSG00000022780",0.0286482995825154,-1.00002073815755,0.0836615593510157,0.934436953746927,0.992335945181223,-5.38837106654789,"Meltf"
"3362","ENSMUSG00000022892",-0.00989489517982345,10.0778197055528,-0.0839197070557268,0.934235156445868,0.992335945181223,-6.364023011121,"App"
"3398","ENSMUSG00000022974",-0.0200375962804825,5.97441127197074,-0.0876755051672433,0.931299736533476,0.992335945181223,-6.38645681116148,"Paxbp1"
"3446","ENSMUSG00000023079",0.0132425725275666,5.5339815462751,0.0833023239376673,0.934717780310131,0.992335945181223,-6.37543064119419,"Gtf2ird1"
"3447","ENSMUSG00000023084",-0.0250945488160956,0.321637143317847,-0.0800228259903,0.937281885183577,0.992335945181223,-5.58667954435538,"Lrrc71"
"3455","ENSMUSG00000023110",-0.008482682725756,6.26192123988009,-0.0837860245380086,0.934339657166823,0.992335945181223,-6.40432682326341,"Prmt5"
"3508","ENSMUSG00000023795",0.015877457043044,2.3005776111714,0.0786489600898198,0.938356269566866,0.992335945181223,-5.96568465506761,"Pisd-ps2"
"3609","ENSMUSG00000024059",-0.0106905428440446,4.47089363522879,-0.0843361676732803,0.933909613787527,0.992335945181223,-6.28309894118591,"Clip4"
"3625","ENSMUSG00000024081",-0.00929632505428449,5.41306669750213,-0.0821862165212653,0.935590336516257,0.992335945181223,-6.35425053330721,"Cebpz"
"3708","ENSMUSG00000024241",-0.00683685235690672,6.01568381992393,-0.0792173363471071,0.937911775403383,0.992335945181223,-6.39266429205451,"Sos1"
"3762","ENSMUSG00000024370",-0.00624431706598442,6.4225917491541,-0.089499010186199,0.929874908301772,0.992335945181223,-6.40682822605804,"Cdc23"
"4065","ENSMUSG00000025026",0.00888488911443442,6.42349421143911,0.0841172835862919,0.934080711540845,0.992335945181223,-6.40742416346757,"Add3"
"4317","ENSMUSG00000025609",0.00913717128161676,6.03407451023687,0.0883397461059236,0.930780691612066,0.992335945181223,-6.39043231392209,"Mkln1"
"4348","ENSMUSG00000025738",-0.0177778784040514,6.8683567455841,-0.0895989277635666,0.92979684303714,0.992335945181223,-6.4174253572635,"Fbxl16"
"4513","ENSMUSG00000026113",0.00912965700280017,6.32510794796337,0.0821386258749736,0.93562754408263,0.992335945181223,-6.40624136682304,"Inpp4a"
"4680","ENSMUSG00000026484",-0.00993901636689972,6.33439164436249,-0.0856926958929294,0.932849315540027,0.992335945181223,-6.40061166808141,"Rnf2"
"4847","ENSMUSG00000026819",-0.00940576489829553,5.61203751629127,-0.0899125850041716,0.929551788543605,0.992335945181223,-6.38216438880343,"Slc25a25"
